trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.2, 'e': 0.39851904108451414}",30,0,-127.77578000456805,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 3}",0
186,False,"{'a': 0.2, 'e': 0.3965314190749929}",20,7,-10.197489765462805,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.2, 'e': 0.3945537103716011}",25,15,-45.24525129466519,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
188,False,"{'a': 0.2, 'e': 0.39258586553151836}",20,0,-44.82512423591942,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
189,False,"{'a': 0.2, 'e': 0.3906278353585211}",20,0,-29.56341208816935,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
190,False,"{'a': 0.2, 'e': 0.38867957090175304}",20,11,6.710977501609095,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.2, 'e': 0.3867410234545012}",25,14,9.428642572797562,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.2, 'e': 0.3848121445529785}",30,20,-43.986083474787876,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
193,False,"{'a': 0.2, 'e': 0.382892885975112}",20,0,-19.974484498553764,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
194,False,"{'a': 0.2, 'e': 0.38098319973933725}",25,6,-45.29292392690855,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
195,False,"{'a': 0.2, 'e': 0.37908303810339883}",30,16,14.707277577479548,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.2, 'e': 0.37719235356315695}",20,7,11.672533139882491,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.2, 'e': 0.37531109885139957}",20,0,-51.46629335263774,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
198,False,"{'a': 0.2, 'e': 0.3734392269366609}",25,4,-61.080961854804414,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 2}",1
199,False,"{'a': 0.2, 'e': 0.3715766910220457}",25,11,-19.795336509485992,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
200,False,"{'a': 0.2, 'e': 0.369723444544059}",20,14,-30.81067837690413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.2, 'e': 0.36787944117144233}",35,22,-9.173857215258824,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 0.2, 'e': 0.36604463480401533}",20,4,12.452782283518701,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.2, 'e': 0.3642189795715233}",25,20,9.645794180066428,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.2, 'e': 0.3624024298324903}",20,10,-10.481141316600741,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.2, 'e': 0.3605949401730783}",25,6,-21.30966613381841,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.2, 'e': 0.3587964654059516}",25,18,11.803374981695843,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.2, 'e': 0.3570069605691474}",20,0,-11.320373374605108,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
208,False,"{'a': 0.2, 'e': 0.35522638092495157}",25,11,-30.762970299569375,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
209,False,"{'a': 0.2, 'e': 0.3534546819587801}",20,0,-26.539891823889747,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
210,False,"{'a': 0.2, 'e': 0.3516918193780669}",20,11,10.070915232460385,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.2, 'e': 0.3499377491111553}",20,0,-22.424555712514774,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
212,False,"{'a': 0.2, 'e': 0.3481924273061976}",30,0,-34.74404781080899,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
213,False,"{'a': 0.2, 'e': 0.3464558103300574}",20,6,-32.01779611186153,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
214,False,"{'a': 0.2, 'e': 0.3447278547672202}",20,1,26.58234644575609,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.2, 'e': 0.34300851741870664}",25,2,-11.378092218886895,"{0: 18, 1: 4, 2: 0, 3: 1, 4: 0}",1
216,False,"{'a': 0.2, 'e': 0.3412977553009937}",25,5,-38.100303270929984,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
217,False,"{'a': 0.2, 'e': 0.3395955256449391}",25,17,11.308161541263525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.2, 'e': 0.33790178589471304}",25,7,8.152501892525848,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.2, 'e': 0.3362164937067333}",20,0,-30.715209329792426,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
220,False,"{'a': 0.2, 'e': 0.3345396069486076}",25,0,-30.84556890464599,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
221,False,"{'a': 0.2, 'e': 0.3328710836980795}",20,8,6.370568359613232,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.2, 'e': 0.331210882241981}",20,10,7.50230282619256,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.2, 'e': 0.32955896107518906}",25,11,-7.223203026756112,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
224,False,"{'a': 0.2, 'e': 0.32791527889958855}",20,6,-55.335131327678205,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
225,False,"{'a': 0.2, 'e': 0.32627979462303947}",20,4,1.9847436144607515,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.2, 'e': 0.32465246735834974}",30,17,21.03804340906285,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.2, 'e': 0.3230332564222529}",25,15,22.10900004340949,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.2, 'e': 0.32142212133439135}",20,0,-26.414235481556148,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
229,False,"{'a': 0.2, 'e': 0.31981902181630384}",20,2,-0.11933202335220172,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.2, 'e': 0.3182239177904191}",20,8,-14.129088953903349,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
231,False,"{'a': 0.2, 'e': 0.31663676937905316}",20,0,-63.633363636298654,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
232,False,"{'a': 0.2, 'e': 0.3150575369034133}",20,14,12.266093626606938,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.2, 'e': 0.3134861808826053}",20,10,4.569122390528692,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.2, 'e': 0.31192266203264674}",20,6,10.538879933320882,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.2, 'e': 0.31036694126548503}",25,0,-103.2733075035815,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
236,False,"{'a': 0.2, 'e': 0.3088189796880198}",20,0,-19.65606882986533,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
237,False,"{'a': 0.2, 'e': 0.30727873860113125}",25,13,0.9546012890481943,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.2, 'e': 0.30574617949871175}",20,12,15.091842879882302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.2, 'e': 0.3042212640667041}",20,13,-6.479507644796812,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
240,False,"{'a': 0.2, 'e': 0.30270395418214285}",25,13,0.722469216161278,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.30119421191220214}",30,9,-31.707734276599663,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.2, 'e': 0.2996919995132463}",30,8,-77.150909081218,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
243,False,"{'a': 0.2, 'e': 0.2981972794298874}",20,9,-42.45368622863428,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.2, 'e': 0.2967100142940453}",20,12,-27.83633079625099,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.2, 'e': 0.2952301669240142}",25,12,-63.547318851396255,"{0: 7, 1: 1, 2: 3, 3: 2, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.2937577003235328}",35,18,11.74632916034239,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.2922925776808594}",20,15,6.786035103709409,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.2, 'e': 0.29083476236785155}",20,0,-47.859731119108325,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
249,False,"{'a': 0.2, 'e': 0.28938421793905067}",20,0,-28.187179125476998,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
250,False,"{'a': 0.2, 'e': 0.2879409081307702}",30,14,-7.418078931607657,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 0.2, 'e': 0.2865047968601901}",35,18,-1.2516558465911154,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.28507584822445353}",25,1,-8.84664475678503,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.28365402649977034}",20,10,-5.495422584842816,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.2822392961405233}",25,3,-5.429957868464541,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
255,False,"{'a': 0.2, 'e': 0.2808316217783798}",35,24,6.962955602246666,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.2794309682214073}",20,0,-119.25951088838659,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
257,False,"{'a': 0.2, 'e': 0.27803730045319414}",20,7,15.651903319498366,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.2766505836319734}",20,8,-31.833815792596265,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.2, 'e': 0.27527078308975234}",20,12,13.896684285739813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.2738978643314456}",35,24,17.18195660295715,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.2, 'e': 0.2725317930340126}",25,6,-14.801327027185714,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.27117253504559985}",20,13,14.33915757384135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.2, 'e': 0.2698200563846868}",20,12,2.9300615423168272,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.2684743232392366}",25,12,25.20628903690985,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.2, 'e': 0.26713530196585034}",20,9,-32.124046808935155,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.2, 'e': 0.2658029590889266}",25,10,-54.489951933752224,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
267,False,"{'a': 0.2, 'e': 0.26447726129982396}",25,6,19.1987457163025,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.2631581754560287}",30,13,2.800916619110868,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.261845668580326}",25,0,16.542444021115735,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
270,False,"{'a': 0.2, 'e': 0.2605397078599756}",25,12,11.321488821333546,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.2, 'e': 0.2592402606458915}",30,3,-29.21475130653366,"{0: 23, 1: 2, 2: 0, 3: 1, 4: 1}",1
272,False,"{'a': 0.2, 'e': 0.2579472944518257}",30,10,-21.53818110128038,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
273,False,"{'a': 0.2, 'e': 0.2566607769535559}",25,1,6.520441170157793,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.2553806759880777}",25,13,12.797882136739087,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.25410695955280027}",25,0,-33.0666144850247,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
276,False,"{'a': 0.2, 'e': 0.25283959580474646}",20,8,-2.0750633426979066,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.2, 'e': 0.25157855305975646}",20,5,-18.739284377173455,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.2, 'e': 0.2503237997916961}",35,21,13.247031013243491,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.2490753046316682}",25,0,26.704035168104493,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
280,False,"{'a': 0.2, 'e': 0.24783303636722873}",20,8,0.09385817812111208,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.24659696394160643}",20,12,-5.103082090580113,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.2453670564529263}",20,8,11.528637913447396,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.2441432831534371}",20,0,19.80453033655117,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
284,False,"{'a': 0.2, 'e': 0.24292561344874244}",25,18,7.5449719989406425,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.24171401689703648}",25,18,12.595412084004861,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.24050846320834215}",25,8,-37.7878770270747,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
287,False,"{'a': 0.2, 'e': 0.23930892224375452}",25,10,2.0951002929514027,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.23811536401468705}",30,0,18.82115071007384,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
289,False,"{'a': 0.2, 'e': 0.2369277586821218}",35,0,17.971044949158756,"{0: 33, 1: 0, 2: 1, 3: 1, 4: 0}",0
290,False,"{'a': 0.2, 'e': 0.23574607655586352}",30,4,-42.737808798344936,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 1}",1
291,False,"{'a': 0.2, 'e': 0.23457028809379768}",35,15,15.86003043146667,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.23340036390115132}",20,12,2.791265961967672,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.2322362747297588}",20,14,13.157974099192552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.23107799147733019}",20,0,-0.269265696150208,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
295,False,"{'a': 0.2, 'e': 0.22992548518672382}",20,7,22.924545389294973,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.22877872704522242}",35,11,16.673149895424487,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.2276376883838127}",20,5,-0.9944128880689196,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.22650234067646877}",20,12,19.576220109021154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.22537265553943875}",25,13,24.629101453279628,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.22424860473053532}",25,4,-45.04910056202172,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 1}",1
301,False,"{'a': 0.2, 'e': 0.22313016014842985}",20,6,22.50388232017514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.22201729383194937}",20,3,23.876580208813717,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.2209099779593782}",20,14,13.863594497470002,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.21980818484776168}",25,8,7.725443918019099,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.21871188695221477}",30,10,27.181317618416227,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.2, 'e': 0.21762105686523284}",25,14,-3.847333085159627,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.21653566731600704}",25,11,8.166402524213925,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.21545569116974203}",20,10,18.74245226061512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.2, 'e': 0.21438110142697797}",25,6,23.796339802813215,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.21331187122291523}",25,8,30.90059789792557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.21224797382674304}",30,16,17.80062237238088,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.21118938264097117}",20,10,9.191020422982064,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.21013607120076472}",25,12,9.414225280795034,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.20908801317328296}",20,6,26.25782828889007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.20804518235702046}",20,12,12.937785931302637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.20700755268115265}",25,18,6.474338921174659,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.20597509820488344}",30,12,30.11563933177775,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.20494779311679734}",20,2,29.387860804324998,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.20392561173421342}",30,8,-50.95563696064891,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
320,False,"{'a': 0.2, 'e': 0.20290852850254407}",25,8,-36.35393314830309,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
321,False,"{'a': 0.2, 'e': 0.2018965179946554}",30,2,16.901693092884074,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.20088955491023205}",25,0,22.086326667110193,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
323,False,"{'a': 0.2, 'e': 0.1998876140751445}",25,20,8.116746031052159,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.19889067044081965}",20,15,8.801040396334336,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.19789869908361465}",20,11,17.248539625396603,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.19691167520419403}",20,4,19.666266212426905,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.19592957412690934}",30,0,32.83209790753487,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
328,False,"{'a': 0.2, 'e': 0.1949523712991825}",20,12,2.485771364628328,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.2, 'e': 0.19398004229089186}",25,11,18.108508324636585,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.1930125627937617}",25,0,-2.595299503353344,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
331,False,"{'a': 0.2, 'e': 0.19204990862075408}",30,12,22.06950671391736,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.19109205570546464}",35,19,15.229536263016625,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.1901389801015205}",20,10,2.594772020632144,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.18919065798198204}",20,0,16.01459305625121,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
335,False,"{'a': 0.2, 'e': 0.18824706563874677}",20,6,12.877807912164402,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.18730817948195702}",25,17,-6.691157117687643,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.18637397603940997}",30,22,13.166198269128836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.18544443195597088}",35,11,-5.7174446792724956,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.18451952399298926}",25,8,0.034654828822807904,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.1835992290277179}",35,15,19.42674605080779,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.18268352405273464}",30,18,23.57743518864438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.1817723861753675}",20,7,24.481528042676324,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.18086579261712207}",20,7,13.534725312623909,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.2, 'e': 0.17996372071311217}",30,9,-21.968316228714816,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
345,False,"{'a': 0.2, 'e': 0.17906614791149322}",20,12,14.670595884784051,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.1781730517728984}",25,19,3.151018048974273,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.2, 'e': 0.17728440996987782}",20,10,-24.858014630855536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.2, 'e': 0.17640020028633996}",25,15,-18.516342104347807,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.2, 'e': 0.1755204006169969}",30,6,40.928218549040174,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.17464498896681085}",25,6,8.561316382800578,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.1737739434504451}",20,11,13.517540653579598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.2, 'e': 0.17290724229171636}",20,5,-26.225742768179384,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
353,False,"{'a': 0.2, 'e': 0.1720448638230505}",20,0,-33.127248457215906,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
354,False,"{'a': 0.2, 'e': 0.1711867864849409}",30,13,26.1489218702076,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.17033298882540943}",25,9,25.495815402071102,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.16948344949947006}",20,13,-9.379085033792183,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.16863814726859552}",30,15,25.48652482742169,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.16779706100018585}",30,19,17.86133111537198,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.1669601696670407}",30,8,6.589622672844213,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.16612745234683307}",20,11,-8.082940197939303,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.16529888822158653}",25,8,25.56344006624119,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.1644744565771549}",20,7,-26.39771116530874,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
363,False,"{'a': 0.2, 'e': 0.16365413680270405}",20,2,20.143907427731154,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.162837908390197}",25,19,9.970528400236192,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.16202575093388075}",25,15,6.467451227047613,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.16121764412977677}",20,7,1.978532820803811,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.16041356777517277}",25,15,-76.5905117822107,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
368,False,"{'a': 0.2, 'e': 0.15961350176811803}",20,0,-17.477093973746783,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
369,False,"{'a': 0.2, 'e': 0.15881742610692068}",25,0,13.154527899281275,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
